ITGAV	0.283334860406845
TCEA1	-0.258569593668708
DPYSL2	-0.103901541109232
IGFBP7	0.330011150700676
GJA1	-0.0747350158495923
C11orf10	-0.116554449237935
RAC1	0.0346543174196502
CALM2	-0.163168368860968
RPL36AL	0.0819303738739075
SRI	-0.375621306970625
LGALS3	0.515141789357672
LGALS1	0.563373300270924
MAGED1	-0.322198613166549
CAP1	0.549855409962227
NPC2	0.72704509579329
PSMB7	-0.29411347187523
BEX1	-0.65354455822606
EIF3K	-0.149086542341128
H3F3A	-0.349058568894672
IARS	0.0148669197504752
POSTN	0.388399427500063
RPL12	0.0704812593599986
PKM2	0.443554437964443
RPL19	-0.170348215535526
HLA-DRB1	0.582671408056287
MTCH1	-0.0497333472270551
ATP5J	-0.077658867131293
ATP5O	-0.194142775001143
SCHIP1	-0.623215843643446
NES	-0.151186372589064
ATP5A1	-0.258780992016459
POMP	0.135577928498813
ODC1	-0.235949499038616
HBA2	0.0624392968619034
CCDC72	-0.111936240601546
SPARCL1	-0.157320426815293
TIMM8B	-0.292398816371092
MAP1B	0.48245655280958
GNAS	-0.251209693222084
RPL18A	-0.189105116837388
RPS19	-0.145535702371351
NDUFS5	-0.0979061372328091
HBB	0.0332376857021328
CLTA	0.0522274797999647
CLTC	0.21386923443752
ACTR3	0.40449429405509
RPS3	-0.0809823501471992
UCRC	-0.148691800979815
CCDC56	-0.46741653007434
HINT1	0.0327099261520884
RPL37	0.181571400838236
PTPRZ1	-0.396040226252281
DYNC1I2	-0.351467787175114
EEF2	-0.0902205595701323
C2orf28	-0.0740580566791391
C2orf25	-0.023314548771992
COX6A1	-0.365533680147923
IFITM3	0.455289869969207
ATP5J2	-0.169073677469695
COX7A2	-0.404950267788648
RPS3A	-0.20473607825322
RBBP7	0.0493941271943597
HLA-DPA1	0.502380760509778
SCRG1	-0.277941629736478
COX7B	-0.0673743413620204
DDX5	-0.116471326770902
EIF1B	-0.276924532863651
ATP5H	-0.024716145587897
ATP5B	-0.225340274247848
ATP5E	0.0709246133320491
PFDN5	-0.178869483709583
RPS13	0.0375644789274442
RPS11	-0.155174380232802
RPS10	-0.0970169352960384
RPS17	0.169720827722727
RPS16	-0.211718441782332
RPS15	-0.217745475077117
RPS14	-0.0472550580546394
NGFRAP1	-0.197919837151362
CPE	-0.135165259382112
HMGN3	-0.186348825468648
HMGN2	-0.388867535577398
PSAP	0.458076076061787
NBPF3	-0.152381381910692
PLP1	-0.177523396693002
SERF2	0.315194674202862
COX5A	-0.179475859589854
CLIC1	0.641346664683133
NDUFA13	-0.355295505103917
DYNLRB1	-0.277940218894233
VIM	0.396478511024225
GNG5	0.206532088998972
COX6B1	-0.272501000105279
PARK7	-0.189522092280557
SEP15	0.0991367839057281
SNRPD2	-0.242712832860847
CD63	0.362501042911215
S100A6	0.253111960131791
HSPB1	0.504275469098355
PMP2	-0.287050045024362
TUBA1C	0.274868435433386
TUBA1B	-0.0718042676281096
TUBA1A	-0.324781469376426
C13orf15	-0.407222443678984
TMEM59	0.204223036257867
MGST3	-0.0988267407737048
COL1A2	0.599272509185996
TGFBI	0.759194469361726
PSMD14	-0.231743831218306
ARF4	0.223085252912517
C6orf49	-0.135396597027646
SPP1	0.465212620372797
SUB1	-0.312094250916975
PFN1	0.329972048539575
PFN2	-0.387236868098892
TMSB10	0.320253512448644
PPA1	-0.0409700478718349
RPL7A	-0.122551819905705
CKB	-0.70232715631329
PAM	0.403748796918603
SRP9	-0.275046829053746
GAPDH	0.0815026838091243
MRPL3	0.0305523090724694
CDK2AP1	-0.267321708624345
POLR2G	-0.363001282010355
RPL39	0.00369815402197485
RPL36	-0.0770695453375958
RPL34	0.0414759010655344
RPL35	-0.128618768801323
RPL30	-0.0912806589902448
ATF4	-0.154495805742265
YBX1	-0.253867514095832
ARPC5	0.253620504508702
TBCA	-0.201308396665253
ERH	-0.452523086136077
ECOP	-0.00553171109584537
TSC22D1	-0.563939998782877
UBA52	0.0556754548704886
