CDKN1B	0.0263672192888535
EPB41	-0.158396321865646
CLGN	-0.187509902051871
PDE10A	-0.193941761476607
RALGPS2	-0.114384959423747
TAF5	-0.121856986654159
ACTR1A	-0.136965748223971
PELI1	-0.214788695928964
ZNF804A	-0.256881889607464
PPM1D	-0.100832799386971
RAD21	-0.113587860167871
SORCS3	-0.0788582607542501
ALCAM	-0.0828165024854096
PURG	-0.0747385335656638
SLC1A1	-0.214510939176936
NR0B1	-0.127449258626329
FBXO21	-0.0914374615713088
GADD45G	0.121680167409949
GABRA3	-0.0728827121585897
FHOD3	-0.181871161162051
TMSL8	0
LRRTM4	-0.193724198678792
PAFAH1B3	0.165190542707454
FAM110B	-0.0958914275116357
REEP1	-0.119046664961632
SNX26	0
LRP6	-0.171726600192864
C1QL1	-0.0815432015593936
TMCC1	-0.124875421270836
GSK3B	-0.260824759617494
MMP16	-0.080164003146336
LPHN3	-0.228293835160615
DLL3	0.0958913176195216
SEC61A2	-0.104848039615428
ICK	-0.0153669912222275
RAP2A	-0.152603529959616
ZNF286A	-0.0670650417555821
FAM125B	0.0642110187320865
ZEB2	-0.101714756212519
AMOTL2	-0.209382426383852
NKX2-2	-0.220692216616542
TTC3	-0.0972033575024487
TOP2B	-0.220575558361035
SCN3A	-0.192263506267994
TOX3	-0.355395703348185
MLLT11	-0.221050943101657
RALGPS1	0.0550639080756413
GSTA4	-0.153772707552689
DGKI	-0.205305346000954
MTSS1	-0.139953531968719
SATB1	-0.0960485762382425
KIF21B	-0.0610423233919683
PODXL2	-0.128726439794069
CRMP1	-0.199629955769526
GNG4	-0.236471700587552
MYT1	-0.218343270388568
BCL7A	-0.186770046425111
CHD7	-0.309160567327633
SOX4	-0.243371010576554
SOX11	-0.225368696828007
DCX	-0.284249101197133
C6orf134	0
FAM77C	0
MARCKSL1	-0.0884059876221012
C1orf106	-0.175431052923619
DBN1	0.0518387478770155
DPYSL4	-0.0888093785055377
TMEFF1	0.0345243948857522
STMN4	-0.0382678657582114
DUSP26	-0.127117366806327
PAK7	-0.112616888007414
PAK3	-0.119727662526175
MAST1	-0.00463189419213433
TNRC4	0
CDK5R1	-0.0961682485587125
ATP1A3	-0.0638838529556117
FGF9	-0.0376328279508235
WASF1	-0.0540088699772672
CA10	-0.191184142939252
RP11-35N6.1	0
SOX10	-0.138866103975257
ERBB3	-0.146235761738553
RAB33A	-0.0713746106393929
IL1RAPL1	-0.116302552801348
DNM3	-0.156972666562472
GPR17	-0.133306924922888
CLASP2	-0.0464413419059221
PPM1E	-0.0492857308226882
